B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,Influence,Zone,Cost
2234,437096,34.051402,-118.247851,10:16,10:17,Furniture / Home Store,309,0.459821429,1,0.044606459
2235,437096,34.051402,-118.247851,10:21,10:22,Science Museum,526,0.782738095,1,0.077467075
2236,437096,34.051402,-118.247851,10:30,10:31,Bike Rental / Bike Share,405,0.602678571,1,0.06106764
2237,437096,34.051402,-118.247851,10:32,10:33,Playground,207,0.308035714,1,0.032017036
2238,437096,34.051402,-118.247851,10:35,10:36,Museum,130,0.386904762,1,0.041046084
2239,437096,34.051402,-118.247851,10:36,10:37,Mac & Cheese Joint,240,0.357142857,1,0.035367656
2240,437096,34.051402,-118.247851,10:46,10:47,Gaming Cafe,571,0.849702381,1,0.092643311
2241,437096,34.051402,-118.247851,10:47,10:48,Café,112,0.166666667,1,0.015708092
2242,437096,34.051402,-118.247851,10:50,10:51,Community College,249,0.741071429,1,0.079977339
2243,437096,34.051402,-118.247851,10:52,10:53,Bar,481,1.431547619,1,0.147942821
2244,437096,34.051402,-118.247851,10:53,10:54,Plaza,569,1.693452381,1,0.17762836
2245,437096,34.051402,-118.247851,10:54,10:55,Spanish Restaurant,337,0.501488095,1,0.052265884
2246,437096,34.051402,-118.247851,10:56,10:57,Theater,527,0.78422619,1,0.085674136
2247,437096,34.051402,-118.247851,11:01,11:02,Sorority House,145,0.21577381,1,0.022307656
2248,437096,34.051402,-118.247851,11:02,11:03,Other Nightlife,549,0.816964286,1,0.075256072
2249,437096,34.051402,-118.247851,11:05,11:06,Music School,384,1.714285714,1,0.158749302
2250,437096,34.051402,-118.247851,11:09,11:10,Indian Restaurant,362,0.538690476,1,0.051676431
2251,437096,34.051402,-118.247851,11:10,11:11,Spiritual Center,281,1.254464286,1,0.125516346
2252,437096,34.051402,-118.247851,11:11,11:12,Pizza Place,117,0.174107143,1,0.018474314
2253,437096,34.051402,-118.247851,11:13,11:14,Mobile Phone Shop,648,0.964285714,1,0.100913812
2254,437096,34.051402,-118.247851,11:16,11:17,Fast Food Restaurant,642,1.910714286,1,0.184308328
2255,437096,34.051402,-118.247851,11:17,11:18,Middle Eastern Restaurant,224,0.333333333,1,0.033910654
2256,437096,34.051402,-118.247851,11:22,11:23,Wings Joint,349,0.519345238,1,0.050482035
2257,437096,34.051402,-118.247851,11:23,11:24,Gastropub,460,0.68452381,1,0.072146845
2258,437096,34.051402,-118.247851,11:25,11:26,Middle School,593,0.882440476,1,0.08992765
2259,437096,34.051402,-118.247851,11:26,11:27,College Stadium,110,0.163690476,1,0.015671472
2260,437096,34.051402,-118.247851,11:33,11:34,Bridge,481,0.71577381,1,0.077540079
2261,437096,34.051402,-118.247851,11:34,11:35,Fraternity House,93,0.138392857,1,0.012780999
2262,437096,34.051402,-118.247851,11:35,11:36,Candy Store,463,0.688988095,1,0.069322567
2263,437096,34.051402,-118.247851,11:37,11:38,Nursery School,588,0.875,1,0.095329775
2264,437096,34.051402,-118.247851,11:41,11:42,Snack Place,643,0.956845238,1,0.098846281
2265,437096,34.051402,-118.247851,11:44,11:45,Italian Restaurant,145,0.21577381,1,0.023535927
2266,437096,34.051402,-118.247851,11:50,11:51,Other Great Outdoors,332,0.494047619,1,0.048508152
2267,437096,34.051402,-118.247851,11:55,11:56,Temple,95,0.141369048,1,0.013669843
2268,437096,34.051402,-118.247851,11:58,11:59,Latin American Restaurant,253,0.376488095,1,0.034718082
2269,437096,34.051402,-118.247851,12:02,12:03,Ice Cream Shop,616,0.916666667,1,0.099040522
2270,437096,34.051402,-118.247851,12:04,12:05,Dumpling Restaurant,163,0.242559524,1,0.024134437
2271,437096,34.051402,-118.247851,12:10,12:11,Furniture / Home Store,231,0.6875,1,0.067393637
2272,437096,34.051402,-118.247851,12:11,12:12,Spa / Massage,517,1.538690476,1,0.140757116
2273,437096,34.051402,-118.247851,12:18,12:19,Fried Chicken Joint,359,0.53422619,1,0.054945083
2274,437096,34.051402,-118.247851,12:23,12:24,Fish & Chips Shop,88,0.130952381,1,0.013491318
2275,437096,34.051402,-118.247851,12:26,12:27,Post Office,293,0.436011905,1,0.046498096
2276,437096,34.051402,-118.247851,12:28,12:29,Office,211,0.313988095,1,0.033838109
2277,437096,34.051402,-118.247851,12:30,12:31,Garden,145,0.431547619,1,0.046905079
2278,437096,34.051402,-118.247851,12:31,12:32,Dessert Shop,226,0.336309524,1,0.036559414
2279,437096,34.051402,-118.247851,12:32,12:33,Train Station,157,0.233630952,1,0.024769614
2280,437096,34.051402,-118.247851,12:35,12:36,Laundry Service,378,0.5625,1,0.059554101
2281,437096,34.051402,-118.247851,12:37,12:38,Molecular Gastronomy Restaurant,511,0.760416667,1,0.069924315
2282,437096,34.051402,-118.247851,12:38,12:39,Bridal Shop,238,0.708333333,1,0.07543893
2283,437096,34.051402,-118.247851,12:39,12:40,German Restaurant,566,0.842261905,1,0.08507395
2284,437096,34.051402,-118.247851,12:41,12:42,Seafood Restaurant,191,0.28422619,1,0.026306052
2285,437096,34.051402,-118.247851,12:42,12:43,Pet Service,589,0.876488095,1,0.088935338
2286,437096,34.051402,-118.247851,12:43,12:44,Gym / Fitness Center,235,0.349702381,1,0.036391614
2287,437096,34.051402,-118.247851,12:46,12:47,Cosmetics Shop,233,0.34672619,1,0.033058466
2288,437096,34.051402,-118.247851,12:48,12:49,Fair,427,0.635416667,1,0.06022929
2289,437096,34.051402,-118.247851,12:53,12:54,Funeral Home,657,2.933035714,1,0.275106369
2290,437096,34.051402,-118.247851,12:56,12:57,Department Store,222,0.660714286,1,0.060868743
2291,437096,34.051402,-118.247851,13:00,13:01,Camera Store,611,1.818452381,1,0.184932031
2292,437096,34.051402,-118.247851,13:05,13:06,Brazilian Restaurant,599,1.782738095,1,0.179602547
2293,437096,34.051402,-118.247851,13:08,13:09,Rest Area,614,0.913690476,1,0.096252933
2294,437096,34.051402,-118.247851,13:11,13:12,Bagel Shop,211,0.313988095,1,0.029660963
2295,437096,34.051402,-118.247851,13:12,13:13,Winery,630,0.9375,1,0.086995144
2296,437096,34.051402,-118.247851,13:17,13:18,Video Game Store,302,0.898809524,1,0.089421171
2297,437096,34.051402,-118.247851,13:18,13:19,Hotel,336,0.5,1,0.054053291
2298,437096,34.051402,-118.247851,13:26,13:27,Bike Shop,126,0.1875,1,0.020385353
2299,437096,34.051402,-118.247851,13:30,13:31,Performing Arts Venue,624,0.928571429,1,0.098372144
2300,437096,34.051402,-118.247851,13:32,13:33,Gift Shop,501,0.745535714,1,0.07466156
2301,437096,34.051402,-118.247851,13:33,13:34,Medical Center,183,0.272321429,1,0.027439
2302,437096,34.051402,-118.247851,13:34,13:35,Bike Shop,478,0.711309524,1,0.07295408
2303,437096,34.051402,-118.247851,13:37,13:38,Brewery,505,0.751488095,1,0.075668154
2304,437096,34.051402,-118.247851,13:41,13:42,Candy Store,311,0.462797619,1,0.048268549
2305,437096,34.051402,-118.247851,13:43,13:44,Diner,444,0.660714286,1,0.070120395
2306,437096,34.051402,-118.247851,13:44,13:45,Car Wash,339,1.008928571,1,0.106669024
2307,437096,34.051402,-118.247851,13:46,13:47,Campground,546,0.8125,1,0.073766979
2308,437096,34.051402,-118.247851,13:51,13:52,Harbor / Marina,644,0.958333333,1,0.097593542
2309,437096,34.051402,-118.247851,13:53,13:54,Mosque,639,1.901785714,1,0.205748814
2310,437096,34.051402,-118.247851,13:57,13:58,Financial or Legal Service,495,0.736607143,1,0.071329327
2311,437096,34.051402,-118.247851,14:01,14:02,Food,288,0.428571429,1,0.042194815
2312,437096,34.051402,-118.247851,14:07,14:08,Factory,507,0.754464286,1,0.077900174
2313,437096,34.051402,-118.247851,14:11,14:12,Nightlife Spot,477,0.709821429,1,0.077827153
2314,437096,34.051402,-118.247851,14:12,14:13,Korean Restaurant,378,0.5625,1,0.056790918
2315,437096,34.051402,-118.247851,14:14,14:15,Hobby Shop,211,0.62797619,1,0.06803269
2316,437096,34.051402,-118.247851,14:23,14:24,Mediterranean Restaurant,161,0.479166667,1,0.045270081
2317,437096,34.051402,-118.247851,14:26,14:27,Smoke Shop,554,1.648809524,1,0.150692636
2318,437096,34.051402,-118.247851,14:28,14:29,Museum,175,0.260416667,1,0.027414206
2319,437096,34.051402,-118.247851,14:32,14:33,Donut Shop,436,0.648809524,1,0.065741365
2320,437096,34.051402,-118.247851,14:35,14:36,Museum,413,0.614583333,1,0.064665176
2321,437096,34.051402,-118.247851,14:36,14:37,Art Museum,278,0.413690476,1,0.037936172
2322,437096,34.051402,-118.247851,14:37,14:38,Rest Area,199,0.296130952,1,0.030550612
2323,437096,34.051402,-118.247851,14:41,14:42,Public Art,190,0.282738095,1,0.025447006
2324,437096,34.051402,-118.247851,14:49,14:50,Automotive Shop,287,0.427083333,1,0.045665487
2325,437096,34.051402,-118.247851,14:51,14:52,Bridal Shop,129,0.191964286,1,0.019103162
2326,437096,34.051402,-118.247851,14:54,14:55,Camera Store,252,0.75,1,0.07353586
2327,437096,34.051402,-118.247851,14:56,14:57,Car Wash,244,0.726190476,1,0.079725015
2328,437096,34.051402,-118.247851,14:57,14:58,Shrine,535,0.796130952,1,0.083393438
2329,437096,34.051402,-118.247851,14:58,14:59,Professional & Other Places,269,1.200892857,1,0.112323858
2330,437096,34.051402,-118.247851,14:59,15:00,Arcade,130,0.193452381,1,0.019059121
2331,437096,34.051402,-118.247851,15:00,15:01,Steakhouse,183,0.272321429,1,0.029318959
2332,437096,34.051402,-118.247851,15:01,15:02,Tanning Salon,359,1.068452381,1,0.105184512
2333,437096,34.051402,-118.247851,15:06,15:07,Food & Drink Shop,595,1.770833333,1,0.190182832
2334,437096,34.051402,-118.247851,15:07,15:08,Flower Shop,242,0.360119048,1,0.037472386
2335,437096,34.051402,-118.247851,15:17,15:18,Shop & Service,304,0.452380952,1,0.044053663
2336,437096,34.051402,-118.247851,15:19,15:20,Beer Garden,216,0.964285714,1,0.09185823
2337,437096,34.051402,-118.247851,15:21,15:22,Indian Restaurant,532,0.791666667,1,0.085832477
2338,437096,34.051402,-118.247851,15:22,15:23,Steakhouse,382,1.136904762,1,0.105587988
2339,437096,34.051402,-118.247851,15:24,15:25,Movie Theater,208,0.30952381,1,0.031673829
2340,437096,34.051402,-118.247851,15:30,15:31,Park,298,0.443452381,1,0.047142275
2341,437096,34.051402,-118.247851,15:31,15:32,Housing Development,523,1.556547619,1,0.144330105
2342,437096,34.051402,-118.247851,15:35,15:36,College Academic Building,633,0.941964286,1,0.094235864
2343,437096,34.051402,-118.247851,15:38,15:39,Music School,100,0.297619048,1,0.030748775
2344,437096,34.051402,-118.247851,15:40,15:41,Miscellaneous Shop,262,0.389880952,1,0.042526727
2345,437096,34.051402,-118.247851,15:41,15:42,Newsstand,228,0.339285714,1,0.033009767
2346,437096,34.051402,-118.247851,15:43,15:44,German Restaurant,554,0.824404762,1,0.077329698
2347,437096,34.051402,-118.247851,15:47,15:48,Korean Restaurant,319,0.949404762,1,0.089360863
2348,437096,34.051402,-118.247851,15:48,15:49,Distillery,561,0.834821429,1,0.081897483
2349,437096,34.051402,-118.247851,15:50,15:51,Newsstand,385,0.572916667,1,0.060280835
2350,437096,34.051402,-118.247851,15:51,15:52,Burger Joint,520,1.547619048,1,0.168348306
2351,437096,34.051402,-118.247851,15:53,15:54,Gift Shop,349,0.519345238,1,0.053498353
2352,437096,34.051402,-118.247851,15:55,15:56,Korean Restaurant,422,0.62797619,1,0.067947758
2353,437096,34.051402,-118.247851,15:57,15:58,Post Office,512,0.761904762,1,0.082044689
2354,437096,34.051402,-118.247851,16:01,16:02,Tapas Restaurant,394,0.586309524,1,0.05683244
2355,437096,34.051402,-118.247851,16:06,16:07,Shrine,233,0.693452381,1,0.071666607
2356,437096,34.051402,-118.247851,16:11,16:12,Eastern European Restaurant,572,0.851190476,1,0.077500716
2357,437096,34.051402,-118.247851,16:13,16:14,Bowling Alley,210,0.625,1,0.061285428
2358,437096,34.051402,-118.247851,16:15,16:16,Trade School,224,0.333333333,1,0.032301329
2359,437096,34.051402,-118.247851,16:18,16:19,Burger Joint,653,0.97172619,1,0.092050836
2360,437096,34.051402,-118.247851,16:26,16:27,Music Store,131,0.194940476,1,0.019105978
2361,437096,34.051402,-118.247851,16:27,16:28,Post Office,323,0.480654762,1,0.05006562
2362,437096,34.051402,-118.247851,16:30,16:31,Falafel Restaurant,231,0.34375,1,0.037129402
2363,437096,34.051402,-118.247851,16:32,16:33,Internet Cafe,376,0.55952381,1,0.050795335
2364,437096,34.051402,-118.247851,16:34,16:35,Mobile Phone Shop,269,0.800595238,1,0.075596278
2365,437096,34.051402,-118.247851,16:35,16:36,Gift Shop,325,0.483630952,1,0.047369943
2366,437096,34.051402,-118.247851,16:37,16:38,Synagogue,657,0.977678571,1,0.107433617
2367,437096,34.051402,-118.247851,16:38,16:39,Road,288,0.428571429,1,0.043846979
2368,437096,34.051402,-118.247851,16:42,16:43,Bridge,157,0.233630952,1,0.024948776
2369,437096,34.051402,-118.247851,16:45,16:46,Pet Service,135,0.401785714,1,0.036511364
2370,437096,34.051402,-118.247851,16:46,16:47,Art Museum,323,0.480654762,1,0.045840087
2371,437096,34.051402,-118.247851,16:47,16:48,Mediterranean Restaurant,648,1.928571429,1,0.208937814
2372,437096,34.051402,-118.247851,16:48,16:49,Financial or Legal Service,551,0.819940476,1,0.07602825
2373,437096,34.051402,-118.247851,16:50,16:51,Jewelry Store,104,0.154761905,1,0.014828502
2374,437096,34.051402,-118.247851,16:51,16:52,Spanish Restaurant,243,0.361607143,1,0.032840614
2375,437096,34.051402,-118.247851,16:55,16:56,Other Nightlife,664,0.988095238,1,0.09085072
2376,437096,34.051402,-118.247851,16:58,16:59,Deli / Bodega,615,0.915178571,1,0.099324263
2377,437096,34.051402,-118.247851,17:01,17:02,Public Art,327,0.486607143,1,0.049464414
2378,437096,34.051402,-118.247851,17:04,17:05,Greek Restaurant,348,0.517857143,1,0.049198375
2379,437096,34.051402,-118.247851,17:05,17:06,Burger Joint,254,0.37797619,1,0.036430843
2380,437096,34.051402,-118.247851,17:09,17:10,History Museum,608,0.904761905,1,0.086217917
2381,437096,34.051402,-118.247851,17:10,17:11,Funeral Home,347,0.516369048,1,0.05342625
2382,437096,34.051402,-118.247851,17:14,17:15,Winery,115,0.171130952,1,0.018383523
2383,437096,34.051402,-118.247851,17:15,17:16,Castle,192,0.285714286,1,0.026420941
2384,437096,34.051402,-118.247851,17:17,17:18,Chinese Restaurant,303,0.450892857,1,0.049207433
2385,437096,34.051402,-118.247851,17:18,17:19,Dummy,471,1.401785714,1,0.150199908
2386,437096,34.051402,-118.247851,17:22,17:23,Jewelry Store,550,0.818452381,1,0.088100828
2387,437096,34.051402,-118.247851,17:24,17:25,Bike Shop,285,0.424107143,1,0.040691617
2388,437096,34.051402,-118.247851,17:25,17:26,Spanish Restaurant,197,0.293154762,1,0.027068986
2389,437096,34.051402,-118.247851,17:26,17:27,Greek Restaurant,340,0.505952381,1,0.053885523
2390,437096,34.051402,-118.247851,17:27,17:28,Falafel Restaurant,308,0.458333333,1,0.041908005
2391,437096,34.051402,-118.247851,17:31,17:32,Eastern European Restaurant,137,0.203869048,1,0.022292302
2392,437096,34.051402,-118.247851,17:33,17:34,Car Dealership,161,0.239583333,1,0.02374281
2393,437096,34.051402,-118.247851,17:39,17:40,Hot Dog Joint,356,0.529761905,1,0.047718288
2394,437096,34.051402,-118.247851,17:42,17:43,Storage Facility,364,0.541666667,1,0.058311794
2395,437096,34.051402,-118.247851,17:43,17:44,Arcade,567,0.84375,1,0.078208921
2396,437096,34.051402,-118.247851,17:44,17:45,Car Dealership,532,0.791666667,1,0.075709464
2397,437096,34.051402,-118.247851,17:47,17:48,Nail Salon,107,0.15922619,1,0.016690455
2398,437096,34.051402,-118.247851,17:49,17:50,Spiritual Center,184,0.273809524,1,0.02897228
2399,437096,34.051402,-118.247851,17:53,17:54,Music Store,100,0.297619048,1,0.026785911
2400,437096,34.051402,-118.247851,17:54,17:55,Plaza,251,0.373511905,1,0.039927508
2401,437096,34.051402,-118.247851,17:56,17:57,Hot Dog Joint,157,0.700892857,1,0.064160968
2402,437096,34.051402,-118.247851,18:02,18:03,Stadium,126,0.1875,1,0.017226039
2403,437096,34.051402,-118.247851,18:03,18:04,Eastern European Restaurant,156,0.464285714,1,0.04511413
2404,437096,34.051402,-118.247851,18:05,18:06,Afghan Restaurant,357,0.53125,1,0.05253545
2405,437096,34.051402,-118.247851,18:09,18:10,Spiritual Center,172,0.255952381,1,0.02772387
2406,437096,34.051402,-118.247851,18:13,18:14,Vietnamese Restaurant,458,0.681547619,1,0.071771453
2407,437096,34.051402,-118.247851,18:15,18:16,Hobby Shop,456,0.678571429,1,0.064356753
2408,437096,34.051402,-118.247851,18:17,18:18,Cajun / Creole Restaurant,326,0.485119048,1,0.049312666
2409,437096,34.051402,-118.247851,18:19,18:20,Turkish Restaurant,564,0.839285714,1,0.08043941
2410,437096,34.051402,-118.247851,18:21,18:22,Seafood Restaurant,604,0.898809524,1,0.097100942
2411,437096,34.051402,-118.247851,18:30,18:31,German Restaurant,124,0.18452381,1,0.017222479
2412,437096,34.051402,-118.247851,18:36,18:37,Fish & Chips Shop,377,0.561011905,1,0.057901507
2413,437096,34.051402,-118.247851,18:40,18:41,Thrift / Vintage Store,598,0.889880952,1,0.080692891
2414,437096,34.051402,-118.247851,18:43,18:44,Ethiopian Restaurant,626,0.931547619,1,0.088357976
2415,437096,34.051402,-118.247851,18:47,18:48,French Restaurant,324,0.482142857,1,0.052506216
2416,437096,34.051402,-118.247851,18:49,18:50,Parking,610,1.81547619,1,0.196083812
2417,437096,34.051402,-118.247851,18:53,18:54,Moroccan Restaurant,201,0.299107143,1,0.031300227
2418,437096,34.051402,-118.247851,18:54,18:55,Pool,440,0.654761905,1,0.069097248
2419,437096,34.051402,-118.247851,18:55,18:56,History Museum,534,1.589285714,1,0.165815329
2420,437096,34.051402,-118.247851,18:56,18:57,River,265,0.394345238,1,0.039555223
2421,437096,34.051402,-118.247851,18:57,18:58,Factory,359,1.068452381,1,0.11207739
2422,437096,34.051402,-118.247851,18:58,18:59,Music School,488,0.726190476,1,0.067806611
2423,437096,34.051402,-118.247851,19:00,19:01,Latin American Restaurant,430,0.639880952,1,0.064834228
2424,437096,34.051402,-118.247851,19:03,19:04,Park,175,0.78125,1,0.075779197
2425,437096,34.051402,-118.247851,19:04,19:05,Community College,257,0.764880952,1,0.075861834
2426,437096,34.051402,-118.247851,19:05,19:06,Travel Lounge,155,0.461309524,1,0.044709063
2427,437096,34.051402,-118.247851,19:06,19:07,Law School,572,0.851190476,1,0.089759475
2428,437096,34.051402,-118.247851,19:11,19:12,Elementary School,389,0.578869048,1,0.062848573
2429,437096,34.051402,-118.247851,19:14,19:15,Jewelry Store,150,0.223214286,1,0.022776157
2430,437096,34.051402,-118.247851,19:15,19:16,French Restaurant,168,0.25,1,0.026795734
2431,437096,34.051402,-118.247851,19:16,19:17,Harbor / Marina,412,0.613095238,1,0.05911742
2432,437096,34.051402,-118.247851,19:23,19:24,Historic Site,617,0.918154762,1,0.097297691
2433,437096,34.051402,-118.247851,19:25,19:26,Indian Restaurant,391,0.581845238,1,0.056654151
2434,437096,34.051402,-118.247851,19:26,19:27,Molecular Gastronomy Restaurant,362,0.538690476,1,0.055495927
2435,437096,34.051402,-118.247851,19:28,19:29,Professional & Other Places,493,0.733630952,1,0.074816073
2436,437096,34.051402,-118.247851,19:29,19:30,Asian Restaurant,168,0.25,1,0.024871489
2437,437096,34.051402,-118.247851,19:30,19:31,Convenience Store,285,0.424107143,1,0.041858237
2438,437096,34.051402,-118.247851,19:31,19:32,Trade School,309,0.459821429,1,0.049764709
2439,437096,34.051402,-118.247851,19:32,19:33,Bakery,240,0.357142857,1,0.036883072
2440,437096,34.051402,-118.247851,19:38,19:39,Beach,182,0.270833333,1,0.0245374
2441,437096,34.051402,-118.247851,19:40,19:41,Castle,460,0.68452381,1,0.07145973
2442,437096,34.051402,-118.247851,19:46,19:47,College Stadium,317,0.47172619,1,0.047993662
2443,437096,34.051402,-118.247851,19:47,19:48,Bakery,110,0.163690476,1,0.016313976
2444,437096,34.051402,-118.247851,19:48,19:49,Donut Shop,527,0.78422619,1,0.074977157
2445,437096,34.051402,-118.247851,19:49,19:50,City,304,0.452380952,1,0.047636387
2446,437096,34.051402,-118.247851,19:50,19:51,Brazilian Restaurant,252,0.375,1,0.033755481
2447,437096,34.051402,-118.247851,19:51,19:52,Bar,191,0.28422619,1,0.031131313
2448,437096,34.051402,-118.247851,19:52,19:53,Fraternity House,174,0.258928571,1,0.024244777
2449,437096,34.051402,-118.247851,19:56,19:57,Other Great Outdoors,121,0.180059524,1,0.017404009
2450,437096,34.051402,-118.247851,19:58,19:59,Bike Rental / Bike Share,224,0.333333333,1,0.035260906
2451,437096,34.051402,-118.247851,20:00,20:01,Department Store,433,0.644345238,1,0.068917456
2452,437096,34.051402,-118.247851,20:02,20:03,Italian Restaurant,172,0.255952381,1,0.027714421
2453,437096,34.051402,-118.247851,20:05,20:06,Art Museum,525,0.78125,1,0.085552072
2454,437096,34.051402,-118.247851,20:06,20:07,Public Art,559,1.663690476,1,0.169611933
2455,437096,34.051402,-118.247851,20:09,20:10,French Restaurant,369,1.098214286,1,0.102362828
2456,437096,34.051402,-118.247851,20:10,20:11,Brazilian Restaurant,430,1.279761905,1,0.130844552
2457,437096,34.051402,-118.247851,20:12,20:13,Jewelry Store,598,0.889880952,1,0.093284941
2458,437096,34.051402,-118.247851,20:14,20:15,Smoke Shop,160,0.476190476,1,0.044022409
2459,437096,34.051402,-118.247851,20:15,20:16,Museum,223,0.663690476,1,0.062252085
2460,437096,34.051402,-118.247851,20:16,20:17,Nursery School,122,0.181547619,1,0.019409584
2461,437096,34.051402,-118.247851,20:17,20:18,Antique Shop,663,0.986607143,1,0.101208424
2462,437096,34.051402,-118.247851,20:18,20:19,University,508,0.755952381,1,0.07310438
2463,437096,34.051402,-118.247851,20:21,20:22,Law School,555,0.825892857,1,0.080316266
2464,437096,34.051402,-118.247851,20:28,20:29,Breakfast Spot,407,0.605654762,1,0.054628291
2465,437096,34.051402,-118.247851,20:29,20:30,Science Museum,436,1.297619048,1,0.118603883
2466,437096,34.051402,-118.247851,20:31,20:32,Tea Room,197,0.293154762,1,0.031175186
2467,437096,34.051402,-118.247851,20:32,20:33,Record Shop,443,1.318452381,1,0.141823943
2468,437096,34.051402,-118.247851,20:33,20:34,Law School,220,0.654761905,1,0.06305059
2469,437096,34.051402,-118.247851,20:37,20:38,Donut Shop,327,0.486607143,1,0.0456409
2470,437096,34.051402,-118.247851,20:38,20:39,Nightlife Spot,638,0.949404762,1,0.096222717
2471,437096,34.051402,-118.247851,20:39,20:40,Ferry,85,0.25297619,1,0.025538691
2472,437096,34.051402,-118.247851,20:45,20:46,Aquarium,269,0.800595238,1,0.080028187
2473,437096,34.051402,-118.247851,20:46,20:47,German Restaurant,545,3.244047619,1,0.348274149
2474,437096,34.051402,-118.247851,20:47,20:48,Pet Service,538,0.800595238,1,0.075798621
2475,437096,34.051402,-118.247851,20:53,20:54,Science Museum,385,0.572916667,1,0.059433348
2476,437096,34.051402,-118.247851,20:58,20:59,Clothing Store,422,1.255952381,1,0.130570237
2477,437096,34.051402,-118.247851,21:00,21:01,German Restaurant,210,0.3125,1,0.028569436
2478,437096,34.051402,-118.247851,21:01,21:02,Plaza,396,0.589285714,1,0.053207653
2479,437096,34.051402,-118.247851,21:06,21:07,Sporting Goods Shop,199,0.592261905,1,0.054655575
2480,437096,34.051402,-118.247851,21:07,21:08,Wings Joint,425,0.632440476,1,0.067927476
2481,437096,34.051402,-118.247851,21:09,21:10,Filipino Restaurant,90,0.133928571,1,0.012452243
2482,437096,34.051402,-118.247851,21:17,21:18,Caribbean Restaurant,621,1.848214286,1,0.18881443
2483,437096,34.051402,-118.247851,21:18,21:19,Cuban Restaurant,464,0.69047619,1,0.073935478
2484,437096,34.051402,-118.247851,21:19,21:20,Pool,433,0.644345238,1,0.066967458
2485,437096,34.051402,-118.247851,21:24,21:25,Filipino Restaurant,404,1.202380952,1,0.122338335
2486,437096,34.051402,-118.247851,21:26,21:27,Candy Store,320,0.476190476,1,0.043165224
2487,437096,34.051402,-118.247851,21:27,21:28,Planetarium,597,1.776785714,1,0.175886876
2488,437096,34.051402,-118.247851,21:28,21:29,Café,166,0.24702381,1,0.026292398
2489,437096,34.051402,-118.247851,21:30,21:31,Playground,661,0.983630952,1,0.0904039
2490,437096,34.051402,-118.247851,21:35,21:36,Art Museum,589,0.876488095,1,0.092629084
2491,437096,34.051402,-118.247851,21:39,21:40,Road,437,1.300595238,1,0.135810905
2492,437096,34.051402,-118.247851,21:44,21:45,Video Game Store,473,0.703869048,1,0.068485012
2493,437096,34.051402,-118.247851,21:47,21:48,Pizza Place,538,0.800595238,1,0.087158979
2494,437096,34.051402,-118.247851,21:49,21:50,Fast Food Restaurant,487,2.174107143,1,0.231062955
2495,437096,34.051402,-118.247851,21:55,21:56,Fair,546,0.8125,1,0.073565269
2496,437096,34.051402,-118.247851,21:56,21:57,Beach,599,1.782738095,1,0.161965141
2497,437096,34.051402,-118.247851,22:01,22:02,Nail Salon,244,0.363095238,1,0.035556555
2498,437096,34.051402,-118.247851,22:02,22:03,Hot Dog Joint,330,0.982142857,1,0.094665072
2499,437096,34.051402,-118.247851,22:09,22:10,Rest Area,150,0.223214286,1,0.022697793
2500,437096,34.051402,-118.247851,22:16,22:17,Wings Joint,641,0.953869048,1,0.095353694
2501,437096,34.051402,-118.247851,22:17,22:18,Sporting Goods Shop,270,0.803571429,1,0.076193837
2502,437096,34.051402,-118.247851,22:18,22:19,Post Office,159,0.236607143,1,0.025610847
2503,437096,34.051402,-118.247851,22:20,22:21,Donut Shop,146,0.43452381,1,0.043656167
2504,437096,34.051402,-118.247851,22:25,22:26,Gastropub,638,0.949404762,1,0.087550511
2505,437096,34.051402,-118.247851,22:27,22:28,Factory,453,0.674107143,1,0.063818973
2506,437096,34.051402,-118.247851,22:28,22:29,Gluten-free Restaurant,663,0.986607143,1,0.099795631
2507,437096,34.051402,-118.247851,22:30,22:31,Restaurant,484,0.720238095,1,0.071291273
2508,437096,34.051402,-118.247851,22:31,22:32,Neighborhood,318,0.473214286,1,0.050733991
2509,437096,34.051402,-118.247851,22:32,22:33,Outdoors & Recreation,382,0.568452381,1,0.062497548
2510,437096,34.051402,-118.247851,22:34,22:35,Burger Joint,411,0.611607143,1,0.057321026
2511,437096,34.051402,-118.247851,22:41,22:42,Community College,251,0.74702381,1,0.068316925
2512,437096,34.051402,-118.247851,22:42,22:43,Thai Restaurant,499,2.227678571,1,0.237924339
2513,437096,34.051402,-118.247851,22:43,22:44,Planetarium,301,0.447916667,1,0.047923757
2514,437096,34.051402,-118.247851,22:49,22:50,Storage Facility,217,0.645833333,1,0.063308195
2515,437096,34.051402,-118.247851,22:53,22:54,Bakery,504,0.75,1,0.070636096
2516,437096,34.051402,-118.247851,22:54,22:55,Pet Store,319,0.474702381,1,0.042896408
2517,437096,34.051402,-118.247851,22:55,22:56,Shrine,325,0.967261905,1,0.103513237
2518,437096,34.051402,-118.247851,22:57,22:58,Brazilian Restaurant,328,0.976190476,1,0.096044921
2519,437096,34.051402,-118.247851,22:58,22:59,Car Dealership,250,0.744047619,1,0.073964364
2520,437096,34.051402,-118.247851,22:59,23:00,Comedy Club,639,0.950892857,1,0.090183551
2521,437096,34.051402,-118.247851,23:01,23:02,Storage Facility,129,0.191964286,1,0.01943102
2522,437096,34.051402,-118.247851,23:09,23:10,Sporting Goods Shop,334,1.988095238,1,0.203049337
2523,437096,34.051402,-118.247851,23:17,23:18,Storage Facility,291,0.866071429,1,0.080679491
